# Pathway	1_2kraken_Abundance	10_2kraken_Abundance	13_2kraken_Abundance	16_2kraken_Abundance	17_2_2kraken_Abundance	17_2kraken_Abundance	18_2kraken_Abundance	19_2kraken_Abundance	20_2kraken_Abundance	21_2kraken_Abundance	22_2kraken_Abundance	23_2kraken_Abundance	24_2kraken_Abundance	25_2kraken_Abundance	26_2kraken_Abundance	27_2kraken_Abundance	2A_2kraken_Abundance	2B_2kraken_Abundance	2C_2kraken_Abundance	3A_2kraken_Abundance	3B_2kraken_Abundance	4_2kraken_Abundance	8_2_2kraken_Abundance	8_2kraken_Abundance	MmtII1_2_2kraken_Abundance	MmtII1_2_SE_full_Abundance	MmtII1_2kraken_Abundance	MmtII2_2_2kraken_Abundance	MmtII2_2kraken_Abundance	MmtII3_2_2kraken_Abundance	MmtII3_2kraken_Abundance
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Enterobacter.s__Enterobacter_cloacae	1.9930669681	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)	2.0372445336	NA	NA	NA	NA	NA	NA	NA	NA	1.4849315074	NA	1.4067311495000001	2.0978633603	NA	1.4357791107	1.9652523644	NA	NA	10.8877248541	NA	NA	0.7769455189	NA	NA	103.8862608119	155.8178475147	38.826487955	163.8189175566	151.8269421748	43.5340926743	63.0977947494
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Enterobacter.s__Enterobacter_cloacae	1.8934156523	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7386226975	NA	NA	NA	NA	NA	NA	NA	NA	NA
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis	2.0315608651	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.1198682069	NA	NA	NA	NA	15.8450425454	13.383087165	NA	NA	NA	NA	NA	22.9970388057	33.8867581903	2.9060759926	NA	NA	13.2863962569	NA
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	2.0177793855	NA	NA	NA	NA	NA	NA	NA	NA	1.3143412297	NA	NA	NA	NA	1.2286887831	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31.6364871763	22.0450999989	36.9398766171	37.2336837098
PPGPPMET-PWY: ppGpp biosynthesis	2.0058952207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.9153658994	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PPGPPMET-PWY: ppGpp biosynthesis|g__Enterobacter.s__Enterobacter_cloacae	1.48677978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PWY-6124: inosine-5'-phosphate biosynthesis II	1.9897403434	NA	NA	NA	NA	NA	NA	NA	NA	1.2282319053	2.1944542247	NA	3.0676361631	2.4041003693	1.2587173658	1.5838872121	3.1660014733	NA	NA	NA	NA	NA	NA	NA	28.8293907883	54.3011322427	12.8908156367	51.5589810973	49.7751067634	45.4261884405	38.6700952001
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)	1.9882961287	NA	NA	NA	NA	NA	NA	NA	NA	1.923101664	NA	NA	1.7982748944	NA	1.9200002145	NA	138.1237619154	87.645689708	56.1539900786	NA	NA	NA	NA	NA	139.6268875461	201.4243619039	63.8349584067	321.0581131344	273.5085557326	189.5653996429	135.5146987403
VALSYN-PWY: L-valine biosynthesis	1.9882961287	NA	3.2368426781	NA	NA	0.7451564829	NA	NA	NA	1.923101664	1.381141931	1.7515626145	1.7982748944	1.313932613	1.9200002145	0.7618587668	138.1237619154	87.645689708	56.1539900786	0.9675356156	NA	NA	NA	NA	139.6268875461	201.4243619039	63.8349584067	321.0581131344	273.5085557326	189.5653996429	135.5146987403
VALSYN-PWY: L-valine biosynthesis|g__Enterobacter.s__Enterobacter_cloacae	1.9382673217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis	1.9139117219	NA	NA	NA	NA	NA	NA	NA	NA	1.8805519467	NA	NA	1.7180543058	NA	1.7344584957	NA	77.7679510178	17.985144596	36.9835819944	NA	NA	NA	NA	NA	111.1169917821	165.010293485	52.7456194189	276.3287408556	240.3838732593	73.8161396485	88.2216774162
PWY-5973: cis-vaccenate biosynthesis	1.8924592245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.4857638643	NA	NA	NA	NA	NA	NA	NA	265.3164554588	363.1268621744	148.7713793636	323.2893303451	300.8929138064	105.0911064954	73.4911762659
PWY-2942: L-lysine biosynthesis III	1.7477143486	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.5450992155	NA	NA	NA	NA	NA	NA	NA	23.5174594126	40.5024354215	NA	86.4797514489	63.069459563	28.8314580553	25.97592869
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)	1.7454570874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.6435551215	NA	39.7223963166	22.1486454159	35.9863400048	36.8623087473
PWY-5484: glycolysis II (from fructose 6-phosphate)	1.7321589672	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.8004699742	NA	NA	2.1357073946	NA	1.7790299242	NA	NA	NA	NA	NA	NA	NA	NA	82.0634023325	120.1134503651	81.8428946091	347.9175686261	300.4951246095	148.6446998499	128.0656110152
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	1.721911579	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.9924116562	NA	2.0047399481	14.4316461624	NA	NA	NA	NA	NA	NA	NA	183.3714291331	247.842583924	117.8266339634	191.7504759847	163.2565238913	30.5834436686	51.3022329552
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)	1.7199624707	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PWY-5103: L-isoleucine biosynthesis III	1.7003487913	NA	NA	NA	NA	NA	NA	NA	NA	1.5815168878	NA	NA	1.5256236991	NA	1.5930734518	NA	77.7679510178	17.985144596	36.9835819944	NA	NA	NA	NA	NA	107.2585873537	165.010293485	49.4026062472	276.3287408556	236.3840947942	67.4350685744	86.1403148115
HISDEG-PWY: L-histidine degradation I	1.6934028034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.0283866567	7.6461000183	NA	NA	NA	1.2276439869	NA
HISDEG-PWY: L-histidine degradation I|g__Enterobacter.s__Enterobacter_cloacae	1.0648297564	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA	1.6060285616	NA	NA	NA	NA	NA	NA	NA	NA	2.2660344403	NA	NA	2.9372811221	2.2013614923000002	2.0125960952	1.5922047572	NA	NA	NA	NA	NA	NA	NA	NA	90.3370027707	117.7399298486	50.8360328869	106.5566447595	96.9461958366	65.2760346601	55.0413804485
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis	1.6026027816	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.9810088591	15.6417267299	9.6919467705	28.6980459107	NA	27.1773355231	20.5228874098
PWY-3001: superpathway of L-isoleucine biosynthesis I	1.589995381	NA	NA	NA	NA	NA	NA	NA	NA	1.8505736515	NA	1.5382100046	NA	NA	NA	NA	23.8819875013	NA	16.2678628367	NA	NA	NA	NA	NA	69.3810478834	136.645834808	51.2204173582	193.74477921	150.7864734353	70.2542399359	65.5854094764
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	1.5866502289	NA	0.5792624059	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.7378411441	2.99475824	NA	5.5226732517	132.7921302663	85.0322126198	87.5571268734	12.2026283641	NA	NA	NA	NA	218.7354909341	319.4415039503	137.2125176899	324.6292065626	232.4936599916	116.512702584	104.9984442414
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|unclassified	1.5866502289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132.7921302663	85.0322126198	87.5571268734	8.8841240009	NA	NA	NA	NA	167.1252131248	249.0943545881	96.8902044129	254.8807371605	189.6246903125	108.0828163635	86.6563420625
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	1.5866502289	NA	0.5792624059	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.7378411441	2.99475824	NA	5.5226732517	132.7921302663	85.0322126198	87.5571268734	12.2026283641	NA	NA	NA	NA	218.7354909341	319.4415039503	137.2125176899	324.6292065626	232.4936599916	116.512702584	104.9984442414
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|unclassified	1.5866502289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132.7921302663	85.0322126198	87.5571268734	8.8841240009	NA	NA	NA	NA	167.1252131248	249.0943545881	96.8902044129	254.8807371605	189.6246903125	108.0828163635	86.6563420625
PWY-6700: queuosine biosynthesis	1.5674567449	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.5700194475	NA	NA	67.1141189064	107.1434515567	39.9909386536	99.7547698718	78.0266112839	8.1411833164	8.6971628538
PWY-6700: queuosine biosynthesis|g__Enterobacter.s__Enterobacter_cloacae	1.5674567449	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.7605215375	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	1.485637165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.5784072199	44.0769972555	10.8820206145	14.3425730346	16.9878737304	NA	NA
PWY66-422: D-galactose degradation V (Leloir pathway)	1.457670387	NA	NA	NA	NA	NA	NA	NA	NA	1.0488459349	0.9352228567	2.3898075853	2.7097805009	3.1229055277	1.185499861	0.7622119972	NA	NA	NA	NA	NA	1.0240656865	NA	NA	NA	NA	NA	NA	NA	NA	NA
THRESYN-PWY: superpathway of L-threonine biosynthesis	1.4534343296	NA	1.4408368661	NA	NA	NA	NA	NA	NA	1.9853034069	NA	1.8486491639	NA	1.4354214848	NA	1.2584888145	15.9199783843	NA	11.4822806436	NA	NA	NA	NA	NA	53.4538251668	115.2333534633	47.2835551386	155.6812693603	117.6695018755	68.072549174	52.6964293147
PWY0-1061: superpathway of L-alanine biosynthesis	1.3789780739	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.3537581893	NA	NA	NA	13.5802890243	13.6809468174
PWY-7237: myo-, chiro- and scillo-inositol degradation	1.3245033113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Lactobacillus.s__Lactobacillus_casei_paracasei	1.3245033113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	1.3106305158	NA	NA	NA	NA	NA	NA	NA	NA	1.0381520893	1.5592933579	1.066098081	2.1531547599	1.1658222348	NA	2.2125862848	NA	NA	NA	NA	NA	NA	NA	NA	12.357992497	13.2090688223	8.4460351417	41.826315771	29.4391683381	24.7360351476	23.7688618167
PWY-5989: stearate biosynthesis II (bacteria and plants)	1.3041830823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	1.2894906512	NA	NA	NA	NA	NA	NA	NA	NA	1.5174988813	2.5864141881	2.2205576498	NA	NA	NA	1.5550417541	NA	NA	NA	NA	NA	NA	NA	NA	8.5788042193	8.5991500721	NA	NA	NA	NA	NA
PWY-5173: superpathway of acetyl-CoA biosynthesis	1.2726707039	NA	NA	NA	NA	NA	NA	NA	NA	2.4912191353	1.0526880767	NA	0.9842026849	1.3316891192	NA	2.1011489849	NA	7.0892157742	NA	NA	NA	NA	NA	NA	654.7437924538	952.6112619015	423.4389668546	450.8841889853	398.6994212139	114.528786047	118.8983767474
PWY-5173: superpathway of acetyl-CoA biosynthesis|g__Enterobacter.s__Enterobacter_cloacae	0.7491864394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PWY-6305: putrescine biosynthesis IV	1.1518572623	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.1306618901	11.6623634828	NA	NA	NA	NA	NA	NA	17.1622304373	31.2298522135	9.6556935583	8.2250894125	10.0622092719	NA	NA
PWY-6305: putrescine biosynthesis IV|g__Enterobacter.s__Enterobacter_cloacae	1.1518572623	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PWY-6527: stachyose degradation	1.0931295562	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PWY-6527: stachyose degradation|g__Lactobacillus.s__Lactobacillus_plantarum	0.8649486612	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PWY-7208: superpathway of pyrimidine nucleobases salvage	1.0839881838	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.5108753452	NA	NA	3.2750336519	NA	NA	67.7087485142	22.105450678	78.0538958507	NA	NA	NA	NA	NA	158.4200439689	220.1544973906	102.2522982298	184.0961432244	104.5355064068	126.0670699873	89.2107065295
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	1.0595090471	1.7557336407	NA	NA	NA	NA	NA	NA	NA	1.0799105433	0.9685298148	1.1216752468	1.7200007372	1.8765420614	1.077595557	NA	17.6890605997	NA	12.7387264219	NA	NA	NA	NA	NA	597.9187394263	860.2408641066	427.5400318355	345.6982952631	217.8098039412	109.6257196112	88.5495889279
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	1.0595090471	1.7557336407	NA	NA	NA	NA	NA	NA	NA	1.0799105433	0.9685298148	1.1216752468	1.7200007372	1.8765420614	1.077595557	NA	17.6890605997	NA	12.7387264219	NA	NA	NA	NA	NA	597.9187394263	860.2408641066	427.5400318355	345.6982952631	217.8098039412	109.6257196112	88.5495889279
NAD-BIOSYNTHESIS-II: NAD salvage pathway II	1.0325245225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.6964645342	1.6300804485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NAD-BIOSYNTHESIS-II: NAD salvage pathway II|g__Enterobacter.s__Enterobacter_cloacae	1.0325245225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GLYOXYLATE-BYPASS: glyoxylate cycle	1.0288641606	NA	NA	NA	NA	NA	NA	NA	NA	2.2148730828	4.35792324	2.6660023437000002	4.3117918656	4.9403280312	3.3905141891	4.8567736502	26.4625830887	11.7017020329	23.5144177371	NA	NA	NA	NA	NA	118.2435783208	159.4310886923	59.7208080095	83.6347745367	63.7124756691	162.7853144395	131.584369204
P161-PWY: acetylene degradation	0.8269146972	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2264580085	NA	NA	22.9381227569	36.3924090042	NA	52.3529532051	54.0667421109	NA	NA
